Date,Region,Crop_Type,Pest_Type,Severity,Treatment,Health_Status
2023-3-29,Kaifeng,corn,aphids,mild,pesticide_spraying,dead
2023-3-29,Anyang,corn,borer,moderate,pesticide_spraying,affected
2023-3-29,Nanyang,wheat,none,moderate,crop_removal,healthy
2023-3-30,Zhengzhou,rice,borer,mild,none,dead
2023-3-30,Luoyang,wheat,borer,severe,crop_removal,healthy
2023-3-30,Kaifeng,rice,borer,mild,pesticide_spraying,healthy
2023-3-30,Anyang,corn,borer,moderate,none,healthy
2023-3-30,Nanyang,rice,blight,moderate,none,affected
2023-3-31,Zhengzhou,rice,borer,severe,crop_removal,healthy
2023-3-31,Luoyang,rice,aphids,moderate,none,dead
2023-3-31,Kaifeng,wheat,borer,moderate,none,dead
2023-3-31,Anyang,rice,borer,mild,pesticide_spraying,dead
2023-3-31,Nanyang,rice,blight,mild,pesticide_spraying,healthy
2023-4-1,Zhengzhou,corn,borer,mild,none,affected
2023-4-1,Luoyang,corn,blight,mild,crop_removal,affected
2023-4-1,Kaifeng,rice,borer,moderate,crop_removal,dead
2023-4-1,Anyang,rice,none,moderate,none,dead
2023-4-1,Nanyang,corn,blight,severe,none,healthy
2023-4-2,Zhengzhou,rice,none,mild,pesticide_spraying,affected
2023-4-2,Luoyang,corn,none,mild,crop_removal,healthy
2023-4-2,Kaifeng,corn,aphids,moderate,pesticide_spraying,dead
2023-4-2,Anyang,wheat,blight,moderate,pesticide_spraying,dead
2023-4-2,Nanyang,corn,aphids,moderate,crop_removal,dead
2023-4-3,Zhengzhou,wheat,none,mild,crop_removal,affected
2023-4-3,Luoyang,wheat,borer,moderate,crop_removal,affected
2023-4-3,Kaifeng,wheat,aphids,severe,pesticide_spraying,dead
2023-4-3,Anyang,wheat,none,moderate,crop_removal,dead
2023-4-3,Nanyang,rice,borer,moderate,none,dead
2023-4-4,Zhengzhou,corn,aphids,severe,crop_removal,healthy
2023-4-4,Luoyang,wheat,borer,mild,crop_removal,healthy
2023-4-4,Kaifeng,rice,blight,mild,none,affected
2023-4-4,Anyang,corn,blight,mild,none,affected
2023-4-4,Nanyang,rice,borer,moderate,none,dead
2023-4-5,Zhengzhou,rice,borer,mild,pesticide_spraying,dead
2023-4-5,Luoyang,rice,borer,mild,none,affected
2023-4-5,Kaifeng,wheat,aphids,mild,crop_removal,affected
2023-4-5,Anyang,rice,none,severe,pesticide_spraying,healthy
2023-4-5,Nanyang,wheat,aphids,severe,crop_removal,affected
2023-4-6,Zhengzhou,wheat,borer,severe,crop_removal,dead
2023-4-6,Luoyang,corn,none,mild,crop_removal,affected
2023-4-6,Kaifeng,wheat,blight,moderate,pesticide_spraying,healthy
2023-4-6,Anyang,rice,none,mild,crop_removal,dead
2023-4-6,Nanyang,rice,blight,severe,none,affected
2023-4-7,Zhengzhou,wheat,aphids,moderate,crop_removal,affected
2023-4-7,Luoyang,wheat,none,moderate,crop_removal,affected
2023-4-7,Kaifeng,rice,aphids,severe,pesticide_spraying,healthy
2023-4-7,Anyang,corn,blight,severe,crop_removal,dead
2023-4-7,Nanyang,corn,aphids,moderate,crop_removal,dead
2023-4-8,Zhengzhou,rice,aphids,severe,pesticide_spraying,affected
2023-4-8,Luoyang,corn,none,severe,none,healthy
2023-4-8,Kaifeng,corn,borer,mild,none,dead
2023-4-8,Anyang,wheat,borer,moderate,none,dead
2023-4-8,Nanyang,corn,none,severe,none,healthy
2023-4-9,Zhengzhou,wheat,aphids,mild,pesticide_spraying,dead
2023-4-9,Luoyang,wheat,aphids,severe,crop_removal,affected
2023-4-9,Kaifeng,corn,aphids,mild,none,affected
2023-4-9,Anyang,rice,aphids,mild,pesticide_spraying,healthy
2023-4-9,Nanyang,corn,borer,moderate,pesticide_spraying,healthy
2023-4-10,Zhengzhou,corn,borer,mild,crop_removal,healthy
2023-4-10,Luoyang,wheat,borer,severe,none,healthy
2023-4-10,Kaifeng,rice,aphids,moderate,crop_removal,dead
2023-4-10,Anyang,corn,none,mild,crop_removal,dead
2023-4-10,Nanyang,rice,none,moderate,none,dead
2023-4-11,Zhengzhou,wheat,aphids,mild,none,dead
2023-4-11,Luoyang,corn,none,moderate,pesticide_spraying,affected
2023-4-11,Kaifeng,wheat,borer,mild,none,dead
2023-4-11,Anyang,corn,borer,mild,none,affected
2023-4-11,Nanyang,wheat,blight,mild,pesticide_spraying,affected
2023-4-12,Zhengzhou,corn,borer,mild,crop_removal,dead
2023-4-12,Luoyang,wheat,borer,mild,crop_removal,dead
2023-4-12,Kaifeng,wheat,none,severe,pesticide_spraying,dead
2023-4-12,Anyang,rice,aphids,mild,pesticide_spraying,dead
2023-4-12,Nanyang,corn,borer,severe,pesticide_spraying,dead
2023-4-13,Zhengzhou,rice,borer,severe,none,affected
2023-4-13,Luoyang,wheat,aphids,severe,none,affected
2023-4-13,Kaifeng,wheat,blight,moderate,crop_removal,affected
2023-4-13,Anyang,wheat,borer,severe,pesticide_spraying,affected
2023-4-13,Nanyang,wheat,none,moderate,none,affected
2023-4-14,Zhengzhou,wheat,none,mild,none,dead
2023-4-14,Luoyang,wheat,none,mild,none,dead
2023-4-14,Kaifeng,rice,blight,severe,pesticide_spraying,affected
2023-4-14,Anyang,corn,aphids,severe,none,healthy
2023-4-14,Nanyang,wheat,borer,mild,none,dead
2023-4-15,Zhengzhou,corn,blight,mild,none,dead
2023-4-15,Luoyang,corn,none,moderate,crop_removal,dead
2023-4-15,Kaifeng,wheat,none,mild,none,affected
2023-4-15,Anyang,wheat,borer,severe,crop_removal,dead
2023-4-15,Nanyang,rice,blight,severe,pesticide_spraying,dead
2023-4-16,Zhengzhou,wheat,borer,mild,pesticide_spraying,healthy
2023-4-16,Luoyang,wheat,blight,mild,pesticide_spraying,healthy
2023-4-16,Kaifeng,corn,aphids,severe,crop_removal,healthy
2023-4-16,Anyang,corn,borer,moderate,pesticide_spraying,affected
2023-4-16,Nanyang,corn,aphids,moderate,crop_removal,affected
2023-4-17,Zhengzhou,wheat,aphids,severe,crop_removal,dead
2023-4-17,Luoyang,rice,blight,moderate,crop_removal,dead
2023-4-17,Kaifeng,wheat,blight,mild,crop_removal,healthy
2023-4-17,Anyang,wheat,aphids,moderate,crop_removal,healthy
2023-4-17,Nanyang,wheat,borer,severe,pesticide_spraying,affected
2023-4-18,Zhengzhou,wheat,aphids,severe,pesticide_spraying,healthy
2023-4-18,Luoyang,rice,aphids,mild,crop_removal,affected
2023-4-18,Kaifeng,wheat,aphids,severe,none,dead
2023-4-18,Anyang,corn,blight,severe,none,dead
2023-4-18,Nanyang,corn,blight,severe,pesticide_spraying,dead
2023-4-19,Zhengzhou,rice,none,mild,crop_removal,affected
2023-4-19,Luoyang,wheat,none,severe,none,healthy
2023-4-19,Kaifeng,rice,blight,moderate,pesticide_spraying,healthy
2023-4-19,Anyang,wheat,borer,severe,pesticide_spraying,affected
2023-4-19,Nanyang,rice,none,moderate,none,affected
2023-4-20,Zhengzhou,corn,aphids,moderate,crop_removal,dead
2023-4-20,Luoyang,corn,aphids,mild,crop_removal,dead
2023-4-20,Kaifeng,rice,aphids,moderate,none,dead
2023-4-20,Anyang,wheat,borer,mild,crop_removal,affected
2023-4-20,Nanyang,corn,none,mild,pesticide_spraying,affected
2023-4-21,Zhengzhou,corn,aphids,mild,pesticide_spraying,healthy
2023-4-21,Luoyang,wheat,blight,severe,pesticide_spraying,affected
2023-4-21,Kaifeng,rice,blight,severe,pesticide_spraying,dead
2023-4-21,Anyang,rice,aphids,severe,crop_removal,dead
2023-4-21,Nanyang,wheat,none,moderate,none,affected
2023-4-22,Zhengzhou,wheat,none,severe,none,dead
2023-4-22,Luoyang,corn,aphids,mild,none,healthy
2023-4-22,Kaifeng,corn,aphids,severe,crop_removal,healthy
2023-4-22,Anyang,wheat,blight,severe,pesticide_spraying,dead
2023-4-22,Nanyang,corn,none,mild,pesticide_spraying,affected
2023-4-23,Zhengzhou,rice,aphids,moderate,crop_removal,healthy
2023-4-23,Luoyang,corn,none,moderate,pesticide_spraying,dead
2023-4-23,Kaifeng,wheat,aphids,moderate,pesticide_spraying,healthy
2023-4-23,Anyang,corn,none,moderate,pesticide_spraying,affected
2023-4-23,Nanyang,rice,none,moderate,none,affected
2023-4-24,Zhengzhou,rice,none,moderate,crop_removal,healthy
2023-4-24,Luoyang,wheat,borer,severe,crop_removal,affected
2023-4-24,Kaifeng,rice,aphids,severe,pesticide_spraying,dead
2023-4-24,Anyang,corn,blight,moderate,pesticide_spraying,healthy
2023-4-24,Nanyang,corn,borer,severe,pesticide_spraying,healthy
2023-4-25,Zhengzhou,corn,blight,severe,none,dead
2023-4-25,Luoyang,corn,none,moderate,crop_removal,dead
2023-4-25,Kaifeng,rice,borer,severe,none,healthy
2023-4-25,Anyang,corn,blight,moderate,none,healthy
2023-4-25,Nanyang,rice,blight,mild,pesticide_spraying,dead
2023-4-26,Zhengzhou,wheat,borer,moderate,pesticide_spraying,dead
2023-4-26,Luoyang,wheat,blight,severe,none,healthy
2023-4-26,Kaifeng,rice,none,mild,crop_removal,healthy
2023-4-26,Anyang,wheat,borer,mild,pesticide_spraying,healthy
2023-4-26,Nanyang,rice,none,mild,none,dead
2023-4-27,Zhengzhou,wheat,none,mild,none,healthy
2023-4-27,Luoyang,corn,aphids,severe,crop_removal,dead
2023-4-27,Kaifeng,corn,aphids,severe,crop_removal,healthy
2023-4-27,Anyang,corn,blight,severe,pesticide_spraying,healthy
2023-4-27,Nanyang,rice,none,moderate,crop_removal,healthy
2023-4-28,Zhengzhou,corn,borer,severe,none,affected
2023-4-28,Luoyang,corn,aphids,moderate,none,healthy
2023-4-28,Kaifeng,wheat,none,moderate,none,affected
2023-4-28,Anyang,corn,aphids,moderate,pesticide_spraying,healthy
2023-4-28,Nanyang,corn,aphids,mild,pesticide_spraying,healthy
2023-4-29,Zhengzhou,rice,blight,severe,crop_removal,healthy
2023-4-29,Luoyang,corn,none,mild,none,affected
2023-4-29,Kaifeng,rice,blight,moderate,pesticide_spraying,healthy
2023-4-29,Anyang,corn,aphids,severe,crop_removal,healthy
2023-4-29,Nanyang,wheat,borer,moderate,pesticide_spraying,dead
2023-4-30,Zhengzhou,wheat,borer,severe,pesticide_spraying,healthy
2023-4-30,Luoyang,wheat,aphids,mild,none,healthy
2023-4-30,Kaifeng,wheat,borer,moderate,crop_removal,healthy
2023-4-30,Anyang,wheat,blight,moderate,pesticide_spraying,affected
2023-4-30,Nanyang,corn,blight,severe,none,dead
2023-5-1,Zhengzhou,corn,none,mild,crop_removal,healthy
2023-5-1,Luoyang,wheat,aphids,mild,none,dead
2023-5-1,Kaifeng,corn,aphids,severe,pesticide_spraying,dead
2023-5-1,Anyang,corn,aphids,severe,crop_removal,dead
2023-5-1,Nanyang,rice,blight,severe,none,healthy
2023-5-2,Zhengzhou,rice,aphids,mild,crop_removal,dead
2023-5-2,Luoyang,rice,none,moderate,crop_removal,dead
2023-5-2,Kaifeng,corn,aphids,severe,pesticide_spraying,affected
2023-5-2,Anyang,rice,borer,mild,crop_removal,dead
2023-5-2,Nanyang,rice,aphids,severe,none,affected
2023-5-3,Zhengzhou,rice,blight,moderate,crop_removal,healthy
2023-5-3,Luoyang,wheat,borer,moderate,none,affected
2023-5-3,Kaifeng,rice,borer,mild,none,affected
2023-5-3,Anyang,rice,blight,moderate,none,healthy
2023-5-3,Nanyang,rice,blight,mild,pesticide_spraying,healthy
2023-5-4,Zhengzhou,rice,blight,mild,crop_removal,dead
2023-5-4,Luoyang,wheat,borer,severe,pesticide_spraying,affected
2023-5-4,Kaifeng,corn,aphids,mild,crop_removal,dead
2023-5-4,Anyang,corn,blight,severe,pesticide_spraying,healthy
2023-5-4,Nanyang,corn,blight,moderate,crop_removal,dead
2023-5-5,Zhengzhou,rice,none,mild,pesticide_spraying,healthy
2023-5-5,Luoyang,corn,blight,mild,crop_removal,affected
2023-5-5,Kaifeng,corn,borer,severe,none,dead
2023-5-5,Anyang,corn,none,mild,crop_removal,affected
2023-5-5,Nanyang,wheat,borer,mild,crop_removal,healthy
2023-5-6,Zhengzhou,corn,none,mild,pesticide_spraying,dead
2023-5-6,Luoyang,wheat,borer,severe,none,dead
2023-5-6,Kaifeng,corn,borer,moderate,crop_removal,affected
2023-5-6,Anyang,wheat,borer,severe,none,affected
2023-5-6,Nanyang,corn,borer,moderate,crop_removal,healthy
2023-5-7,Zhengzhou,rice,none,severe,pesticide_spraying,affected
2023-5-7,Luoyang,rice,blight,severe,pesticide_spraying,dead
2023-5-7,Kaifeng,wheat,aphids,mild,none,healthy
2023-5-7,Anyang,wheat,blight,mild,crop_removal,dead
2023-5-7,Nanyang,rice,aphids,severe,none,affected
2023-5-8,Zhengzhou,corn,aphids,moderate,crop_removal,affected
2023-5-8,Luoyang,wheat,borer,moderate,crop_removal,affected
2023-5-8,Kaifeng,wheat,none,severe,none,dead
2023-5-8,Anyang,wheat,borer,severe,pesticide_spraying,dead
2023-5-8,Nanyang,corn,aphids,moderate,none,healthy
2023-5-9,Zhengzhou,corn,borer,moderate,crop_removal,affected
2023-5-9,Luoyang,wheat,blight,moderate,crop_removal,affected
2023-5-9,Kaifeng,wheat,blight,mild,none,affected
2023-5-9,Anyang,corn,borer,moderate,crop_removal,affected
2023-5-9,Nanyang,corn,blight,moderate,pesticide_spraying,dead
2023-5-10,Zhengzhou,corn,none,mild,pesticide_spraying,healthy
2023-5-10,Luoyang,corn,blight,mild,crop_removal,healthy
2023-5-10,Kaifeng,rice,borer,moderate,none,dead
2023-5-10,Anyang,wheat,blight,moderate,pesticide_spraying,dead
2023-5-10,Nanyang,wheat,none,severe,crop_removal,dead
2023-5-11,Zhengzhou,wheat,aphids,severe,pesticide_spraying,healthy
2023-5-11,Luoyang,rice,borer,mild,none,affected
2023-5-11,Kaifeng,corn,aphids,mild,none,affected
2023-5-11,Anyang,wheat,blight,mild,crop_removal,affected
2023-5-11,Nanyang,rice,blight,moderate,pesticide_spraying,dead
2023-5-12,Zhengzhou,rice,blight,moderate,crop_removal,affected
2023-5-12,Luoyang,corn,blight,mild,pesticide_spraying,dead
2023-5-12,Kaifeng,rice,borer,mild,none,dead
2023-5-12,Anyang,corn,none,severe,crop_removal,dead
2023-5-12,Nanyang,wheat,none,mild,none,dead
2023-5-13,Zhengzhou,wheat,blight,severe,none,affected
2023-5-13,Luoyang,rice,none,moderate,none,healthy
2023-5-13,Kaifeng,wheat,none,mild,pesticide_spraying,dead
2023-5-13,Anyang,wheat,aphids,moderate,pesticide_spraying,healthy
2023-5-13,Nanyang,corn,borer,moderate,pesticide_spraying,affected
2023-5-14,Zhengzhou,rice,none,mild,pesticide_spraying,dead
2023-5-14,Luoyang,wheat,blight,moderate,none,dead
2023-5-14,Kaifeng,rice,none,moderate,none,dead
2023-5-14,Anyang,wheat,none,severe,crop_removal,dead
2023-5-14,Nanyang,corn,blight,severe,crop_removal,healthy
2023-5-15,Zhengzhou,wheat,none,mild,pesticide_spraying,healthy
2023-5-15,Luoyang,corn,blight,moderate,crop_removal,affected
2023-5-15,Kaifeng,rice,blight,severe,none,dead
2023-5-15,Anyang,corn,none,mild,pesticide_spraying,affected
2023-5-15,Nanyang,corn,none,moderate,crop_removal,dead
2023-5-16,Zhengzhou,corn,none,moderate,pesticide_spraying,healthy
2023-5-16,Luoyang,rice,borer,mild,crop_removal,affected
2023-5-16,Kaifeng,wheat,borer,mild,none,dead
2023-5-16,Anyang,corn,borer,severe,none,affected
2023-5-16,Nanyang,corn,blight,severe,crop_removal,healthy
2023-5-17,Zhengzhou,rice,none,severe,none,healthy
2023-5-17,Luoyang,wheat,none,moderate,none,affected
2023-5-17,Kaifeng,wheat,borer,severe,crop_removal,dead
2023-5-17,Anyang,wheat,none,moderate,crop_removal,healthy
2023-5-17,Nanyang,corn,blight,severe,pesticide_spraying,healthy
2023-5-18,Zhengzhou,rice,borer,moderate,pesticide_spraying,healthy
2023-5-18,Luoyang,rice,borer,severe,crop_removal,dead
2023-5-18,Kaifeng,wheat,borer,moderate,none,dead
2023-5-18,Anyang,wheat,aphids,moderate,none,affected
2023-5-18,Nanyang,rice,blight,moderate,pesticide_spraying,affected
2023-5-19,Zhengzhou,rice,blight,moderate,crop_removal,healthy
2023-5-19,Luoyang,wheat,blight,severe,none,healthy
2023-5-19,Kaifeng,wheat,borer,severe,crop_removal,dead
2023-5-19,Anyang,corn,none,mild,crop_removal,affected
2023-5-19,Nanyang,wheat,blight,severe,pesticide_spraying,dead
2023-5-20,Zhengzhou,rice,blight,mild,pesticide_spraying,affected
2023-5-20,Luoyang,wheat,blight,moderate,crop_removal,dead
2023-5-20,Kaifeng,wheat,aphids,mild,crop_removal,affected
2023-5-20,Anyang,rice,blight,severe,crop_removal,dead
2023-5-20,Nanyang,corn,blight,mild,pesticide_spraying,affected
2023-5-21,Zhengzhou,rice,none,moderate,crop_removal,dead
2023-5-21,Luoyang,rice,borer,mild,pesticide_spraying,healthy
2023-5-21,Kaifeng,rice,blight,severe,none,dead
2023-5-21,Anyang,wheat,none,severe,pesticide_spraying,dead
2023-5-21,Nanyang,corn,blight,severe,crop_removal,affected
2023-5-22,Zhengzhou,wheat,none,mild,crop_removal,affected
2023-5-22,Luoyang,corn,blight,mild,pesticide_spraying,dead
2023-5-22,Kaifeng,wheat,blight,severe,crop_removal,dead
2023-5-22,Anyang,wheat,aphids,severe,crop_removal,dead
2023-5-22,Nanyang,corn,aphids,mild,crop_removal,dead
2023-5-23,Zhengzhou,wheat,aphids,severe,pesticide_spraying,healthy
2023-5-23,Luoyang,rice,blight,mild,pesticide_spraying,healthy
2023-5-23,Kaifeng,corn,blight,mild,none,dead
2023-5-23,Anyang,rice,blight,mild,crop_removal,healthy
2023-5-23,Nanyang,rice,none,moderate,crop_removal,healthy
2023-5-24,Zhengzhou,corn,none,severe,none,dead
2023-5-24,Luoyang,corn,borer,moderate,none,affected
2023-5-24,Kaifeng,rice,blight,moderate,crop_removal,affected
2023-5-24,Anyang,rice,blight,severe,none,affected
2023-5-24,Nanyang,wheat,blight,severe,none,affected
2023-5-25,Zhengzhou,rice,none,moderate,none,healthy
2023-5-25,Luoyang,rice,borer,mild,crop_removal,dead
2023-5-25,Kaifeng,corn,aphids,mild,pesticide_spraying,affected
2023-5-25,Anyang,corn,borer,mild,pesticide_spraying,affected
2023-5-25,Nanyang,wheat,aphids,mild,none,healthy
2023-5-26,Zhengzhou,wheat,borer,severe,crop_removal,dead
2023-5-26,Luoyang,rice,none,mild,pesticide_spraying,healthy
2023-5-26,Kaifeng,corn,aphids,mild,pesticide_spraying,dead
2023-5-26,Anyang,wheat,aphids,mild,pesticide_spraying,affected
2023-5-26,Nanyang,wheat,none,mild,none,affected
2023-5-27,Zhengzhou,corn,blight,mild,pesticide_spraying,healthy
2023-5-27,Luoyang,wheat,blight,severe,pesticide_spraying,affected
2023-5-27,Kaifeng,corn,borer,mild,none,healthy
2023-5-27,Anyang,corn,none,moderate,pesticide_spraying,affected
2023-5-27,Nanyang,corn,aphids,moderate,pesticide_spraying,affected
2023-5-28,Zhengzhou,corn,blight,moderate,crop_removal,affected
2023-5-28,Luoyang,rice,none,severe,crop_removal,healthy
2023-5-28,Kaifeng,wheat,borer,mild,crop_removal,healthy
2023-5-28,Anyang,rice,none,mild,pesticide_spraying,dead
2023-5-28,Nanyang,corn,aphids,mild,pesticide_spraying,healthy
2023-5-29,Zhengzhou,rice,none,severe,none,affected
2023-5-29,Luoyang,rice,blight,mild,pesticide_spraying,affected
2023-5-29,Kaifeng,rice,none,mild,pesticide_spraying,dead
2023-5-29,Anyang,wheat,none,moderate,none,healthy
2023-5-29,Nanyang,wheat,aphids,severe,crop_removal,affected
2023-5-30,Zhengzhou,rice,borer,moderate,pesticide_spraying,dead
2023-5-30,Luoyang,wheat,borer,severe,none,affected
2023-5-30,Kaifeng,rice,none,severe,pesticide_spraying,dead
2023-5-30,Anyang,rice,borer,mild,pesticide_spraying,healthy
2023-5-30,Nanyang,wheat,blight,mild,none,dead
2023-5-31,Zhengzhou,rice,aphids,moderate,pesticide_spraying,healthy
2023-5-31,Luoyang,rice,borer,mild,none,affected
2023-5-31,Kaifeng,rice,borer,mild,crop_removal,dead
2023-5-31,Anyang,wheat,aphids,mild,none,affected
2023-5-31,Nanyang,wheat,aphids,mild,pesticide_spraying,affected
2023-6-1,Zhengzhou,wheat,aphids,mild,pesticide_spraying,healthy
2023-6-1,Luoyang,rice,borer,mild,crop_removal,dead
2023-6-1,Kaifeng,rice,aphids,mild,pesticide_spraying,healthy
2023-6-1,Anyang,corn,aphids,severe,none,healthy
2023-6-1,Nanyang,rice,blight,severe,pesticide_spraying,dead
2023-6-2,Zhengzhou,rice,blight,moderate,pesticide_spraying,dead
2023-6-2,Luoyang,corn,blight,severe,none,healthy
2023-6-2,Kaifeng,corn,blight,moderate,none,dead
2023-6-2,Anyang,rice,blight,mild,none,dead
2023-6-2,Nanyang,rice,blight,moderate,pesticide_spraying,affected
2023-6-3,Zhengzhou,rice,none,moderate,pesticide_spraying,affected
2023-6-3,Luoyang,corn,blight,moderate,crop_removal,healthy
2023-6-3,Kaifeng,rice,none,mild,pesticide_spraying,dead
2023-6-3,Anyang,rice,borer,severe,none,dead
2023-6-3,Nanyang,wheat,blight,mild,crop_removal,dead
2023-6-4,Zhengzhou,corn,none,moderate,crop_removal,healthy
2023-6-4,Luoyang,wheat,aphids,moderate,none,dead
2023-6-4,Kaifeng,corn,blight,moderate,crop_removal,affected
2023-6-4,Anyang,wheat,aphids,severe,pesticide_spraying,dead
2023-6-4,Nanyang,wheat,none,mild,pesticide_spraying,dead
2023-6-5,Zhengzhou,corn,borer,severe,crop_removal,affected
2023-6-5,Luoyang,corn,aphids,severe,crop_removal,dead
2023-6-5,Kaifeng,wheat,none,moderate,none,dead
2023-6-5,Anyang,corn,aphids,severe,none,healthy
2023-6-5,Nanyang,corn,none,mild,crop_removal,healthy
2023-6-6,Zhengzhou,corn,none,mild,pesticide_spraying,dead
2023-6-6,Luoyang,corn,blight,moderate,none,dead
2023-6-6,Kaifeng,corn,borer,severe,none,affected
2023-6-6,Anyang,rice,borer,severe,pesticide_spraying,healthy
2023-6-6,Nanyang,corn,aphids,severe,crop_removal,dead
2023-6-7,Zhengzhou,rice,borer,moderate,none,affected
2023-6-7,Luoyang,corn,none,moderate,crop_removal,affected
2023-6-7,Kaifeng,corn,aphids,moderate,crop_removal,dead
2023-6-7,Anyang,corn,borer,mild,pesticide_spraying,dead
2023-6-7,Nanyang,corn,none,mild,pesticide_spraying,dead
2023-6-8,Zhengzhou,corn,borer,severe,crop_removal,affected
2023-6-8,Luoyang,rice,none,severe,none,dead
2023-6-8,Kaifeng,rice,blight,mild,none,dead
2023-6-8,Anyang,corn,none,moderate,none,affected
2023-6-8,Nanyang,rice,none,severe,crop_removal,healthy
2023-6-9,Zhengzhou,corn,blight,mild,none,healthy
2023-6-9,Luoyang,corn,blight,mild,none,dead
2023-6-9,Kaifeng,rice,blight,severe,pesticide_spraying,affected
2023-6-9,Anyang,wheat,aphids,severe,none,affected
2023-6-9,Nanyang,rice,borer,severe,pesticide_spraying,dead
2023-6-10,Zhengzhou,rice,none,severe,crop_removal,affected
2023-6-10,Luoyang,wheat,blight,severe,pesticide_spraying,affected
2023-6-10,Kaifeng,rice,borer,severe,pesticide_spraying,healthy
2023-6-10,Anyang,rice,none,mild,pesticide_spraying,healthy
2023-6-10,Nanyang,corn,blight,mild,crop_removal,dead
2023-6-11,Zhengzhou,rice,none,mild,crop_removal,healthy
2023-6-11,Luoyang,corn,none,mild,none,healthy
2023-6-11,Kaifeng,rice,aphids,mild,pesticide_spraying,healthy
2023-6-11,Anyang,rice,aphids,mild,pesticide_spraying,affected
2023-6-11,Nanyang,corn,borer,mild,crop_removal,healthy
2023-6-12,Zhengzhou,corn,aphids,severe,none,healthy
2023-6-12,Luoyang,wheat,blight,severe,none,affected
2023-6-12,Kaifeng,corn,aphids,severe,none,dead
2023-6-12,Anyang,corn,blight,severe,crop_removal,dead
2023-6-12,Nanyang,corn,borer,mild,none,affected
2023-6-13,Zhengzhou,wheat,blight,moderate,none,affected
2023-6-13,Luoyang,wheat,blight,severe,crop_removal,dead
2023-6-13,Kaifeng,rice,blight,mild,none,healthy
2023-6-13,Anyang,wheat,none,moderate,crop_removal,healthy
2023-6-13,Nanyang,wheat,none,severe,crop_removal,dead
2023-6-14,Zhengzhou,wheat,borer,mild,pesticide_spraying,healthy
2023-6-14,Luoyang,rice,borer,severe,none,healthy
2023-6-14,Kaifeng,rice,blight,mild,none,dead
2023-6-14,Anyang,corn,borer,mild,none,healthy
2023-6-14,Nanyang,wheat,borer,mild,none,healthy
2023-6-15,Zhengzhou,corn,blight,mild,crop_removal,affected
2023-6-15,Luoyang,corn,borer,moderate,crop_removal,affected
2023-6-15,Kaifeng,corn,blight,mild,none,affected
2023-6-15,Anyang,wheat,none,moderate,crop_removal,dead
2023-6-15,Nanyang,corn,borer,moderate,none,healthy
2023-6-16,Zhengzhou,wheat,blight,moderate,crop_removal,healthy
2023-6-16,Luoyang,wheat,none,mild,pesticide_spraying,healthy
2023-6-16,Kaifeng,corn,none,moderate,pesticide_spraying,healthy
2023-6-16,Anyang,corn,borer,mild,none,affected
2023-6-16,Nanyang,corn,blight,severe,crop_removal,healthy
2023-6-17,Zhengzhou,rice,aphids,mild,none,dead
2023-6-17,Luoyang,corn,blight,mild,crop_removal,dead
2023-6-17,Kaifeng,corn,blight,moderate,none,healthy
2023-6-17,Anyang,wheat,blight,moderate,none,affected
2023-6-17,Nanyang,rice,blight,mild,none,dead
2023-6-18,Zhengzhou,corn,blight,mild,pesticide_spraying,dead
2023-6-18,Luoyang,rice,none,mild,none,healthy
2023-6-18,Kaifeng,rice,blight,moderate,crop_removal,healthy
2023-6-18,Anyang,corn,borer,severe,pesticide_spraying,dead
2023-6-18,Nanyang,corn,borer,moderate,pesticide_spraying,dead
2023-6-19,Zhengzhou,corn,blight,severe,none,healthy
2023-6-19,Luoyang,wheat,none,mild,pesticide_spraying,dead
2023-6-19,Kaifeng,wheat,none,severe,pesticide_spraying,dead
2023-6-19,Anyang,corn,borer,mild,pesticide_spraying,affected
2023-6-19,Nanyang,corn,borer,moderate,crop_removal,healthy
2023-6-20,Zhengzhou,wheat,borer,severe,pesticide_spraying,affected
2023-6-20,Luoyang,rice,blight,moderate,crop_removal,dead
2023-6-20,Kaifeng,rice,blight,mild,crop_removal,affected
2023-6-20,Anyang,corn,none,moderate,pesticide_spraying,affected
2023-6-20,Nanyang,corn,borer,moderate,pesticide_spraying,affected
2023-6-21,Zhengzhou,wheat,borer,severe,pesticide_spraying,affected
2023-6-21,Luoyang,corn,borer,severe,none,healthy
2023-6-21,Kaifeng,rice,none,moderate,pesticide_spraying,dead
2023-6-21,Anyang,rice,borer,severe,crop_removal,dead
2023-6-21,Nanyang,wheat,none,mild,crop_removal,healthy
2023-6-22,Zhengzhou,rice,blight,severe,crop_removal,dead
2023-6-22,Luoyang,wheat,aphids,moderate,pesticide_spraying,dead
2023-6-22,Kaifeng,wheat,none,severe,pesticide_spraying,dead
2023-6-22,Anyang,wheat,blight,moderate,none,dead
2023-6-22,Nanyang,wheat,none,severe,none,healthy
2023-6-23,Zhengzhou,rice,borer,moderate,crop_removal,affected
2023-6-23,Luoyang,rice,none,severe,pesticide_spraying,healthy
2023-6-23,Kaifeng,rice,blight,moderate,none,healthy
2023-6-23,Anyang,corn,blight,mild,none,healthy
2023-6-23,Nanyang,rice,aphids,severe,none,healthy
2023-6-24,Zhengzhou,rice,aphids,severe,pesticide_spraying,dead
2023-6-24,Luoyang,rice,none,mild,none,dead
2023-6-24,Kaifeng,corn,aphids,mild,none,affected
2023-6-24,Anyang,wheat,borer,mild,none,dead
